Customer ID,CohortMonth
13369,2010-12
13370,2010-12
13371,2010-03
13373,2009-12
13374,2010-09
13375,2010-09
13377,2010-03
13380,2010-10
13381,2009-12
13382,2009-12
13383,2010-06
13384,2010-07
13386,2010-09
13387,2010-10
13388,2010-04
13392,2010-01
13393,2009-12
13394,2009-12
13395,2010-10
13397,2010-01
13398,2010-09
13399,2010-07
13400,2010-05
13402,2010-05
13403,2009-12
13405,2009-12
13406,2010-03
13407,2010-02
13408,2009-12
13410,2009-12
13412,2010-03
13413,2010-01
13414,2010-04
13415,2009-12
13416,2009-12
13417,2010-02
13418,2009-12
13421,2010-02
13423,2010-10
13424,2010-09
13425,2010-05
13426,2009-12
13427,2009-12
13428,2010-07
13431,2010-02
13432,2010-04
13433,2010-01
13434,2010-02
13435,2010-07
13438,2010-06
13439,2010-07
13440,2010-09
13441,2010-10
13442,2009-12
13443,2010-01
13444,2010-07
13445,2010-03
13446,2010-02
13448,2009-12
13450,2010-04
13451,2010-03
13452,2010-08
13453,2010-11
13454,2010-03
13455,2009-12
13457,2009-12
13458,2010-11
13459,2010-01
13461,2010-04
13462,2009-12
13464,2010-03
13465,2010-05
13466,2010-03
13468,2009-12
13469,2010-02
13472,2010-06
13473,2009-12
13474,2010-08
13476,2010-03
13477,2010-01
13478,2010-01
13479,2010-08
13480,2010-01
13481,2009-12
13482,2010-03
13484,2010-03
13485,2009-12
13487,2009-12
13488,2010-01
13490,2010-02
13491,2009-12
13495,2009-12
13497,2010-02
13498,2009-12
13500,2010-11
13501,2010-05
13502,2010-06
13503,2010-02
13506,2010-09
13508,2010-03
13509,2010-07
13510,2009-12
13511,2010-02
13512,2010-05
13513,2010-02
13514,2010-01
13515,2010-03
13516,2010-10
13519,2010-09
13520,2009-12
13523,2010-11
13526,2009-12
13527,2010-01
13530,2010-03
13531,2009-12
13534,2010-07
13535,2010-11
13537,2010-09
13538,2010-02
13539,2010-04
13540,2010-02
13541,2010-05
13542,2009-12
13543,2010-01
13544,2010-03
13545,2010-06
13546,2010-10
13547,2010-10
13548,2010-08
13549,2010-11
13550,2010-11
13551,2010-02
13552,2010-02
13553,2010-02
13554,2010-09
13555,2010-01
13556,2010-09
13557,2009-12
13559,2010-06
13561,2010-02
13562,2010-01
13564,2009-12
13565,2010-10
13566,2010-03
13567,2010-06
13569,2010-10
13571,2009-12
13573,2010-03
13574,2010-10
13576,2009-12
13577,2009-12
13578,2010-10
13579,2010-02
13580,2010-10
13581,2010-10
13582,2010-04
13583,2010-01
13584,2010-02
13585,2009-12
13586,2010-06
13587,2010-02
13589,2009-12
13590,2009-12
13591,2009-12
13593,2010-03
13594,2010-08
13595,2010-03
13597,2010-11
13598,2010-02
13599,2009-12
13600,2010-03
13601,2010-06
13602,2010-05
13604,2010-02
13605,2010-05
13607,2010-11
13608,2010-06
13609,2010-04
13610,2010-01
13611,2009-12
13612,2010-03
13613,2010-02
13614,2010-06
13615,2010-01
13616,2010-01
13617,2010-08
13619,2010-02
13620,2010-06
13622,2010-01
13623,2009-12
13624,2010-11
13625,2010-04
13626,2010-11
13627,2010-03
13628,2010-02
13629,2010-02
13632,2010-04
13634,2010-01
13635,2009-12
13639,2010-09
13640,2010-04
13641,2009-12
13642,2010-10
13643,2009-12
13646,2010-11
13647,2010-04
13648,2009-12
13649,2010-06
13650,2010-01
13651,2010-11
13652,2010-02
13653,2010-08
13654,2009-12
13655,2010-04
13656,2010-04
13658,2010-02
13659,2010-02
13660,2010-11
13661,2010-04
13662,2010-02
13663,2010-03
13665,2010-07
13666,2009-12
13668,2009-12
13669,2010-10
13671,2010-11
13672,2009-12
13674,2010-10
13676,2010-03
13677,2010-07
13679,2009-12
13680,2009-12
13683,2010-09
13684,2010-03
13686,2010-11
13687,2010-09
13688,2010-03
13689,2010-09
13691,2010-11
13692,2010-10
13693,2009-12
13694,2009-12
13695,2010-05
13696,2010-02
13698,2010-01
13699,2010-06
13700,2010-02
13701,2010-09
13702,2010-09
13703,2010-10
13705,2010-03
13706,2010-03
13707,2010-06
13709,2010-01
13710,2010-04
13711,2009-12
13712,2010-04
13713,2010-05
13714,2010-08
13715,2010-03
13717,2010-08
13719,2010-05
13721,2010-11
13722,2010-03
13723,2010-04
13724,2010-03
13727,2009-12
13728,2009-12
13729,2010-01
13733,2009-12
13734,2010-04
13735,2009-12
13736,2009-12
13738,2010-11
13739,2010-06
13740,2009-12
13745,2010-06
13746,2010-10
13747,2010-10
13748,2009-12
13750,2010-04
13752,2010-06
13753,2009-12
13754,2010-09
13756,2009-12
13757,2010-02
13758,2009-12
13760,2010-04
13761,2010-02
13762,2010-01
13763,2010-09
13764,2010-03
13765,2010-02
13766,2010-08
13767,2009-12
13768,2009-12
13769,2009-12
13770,2009-12
13771,2010-02
13772,2010-02
13773,2010-02
13775,2010-04
13776,2010-10
13777,2009-12
13778,2010-05
13779,2010-07
13780,2010-10
13781,2009-12
13782,2009-12
13783,2010-02
13784,2010-09
13785,2010-09
13786,2009-12
13787,2010-01
13788,2010-07
13789,2010-11
13792,2010-10
13793,2010-03
13794,2010-06
13795,2010-03
13796,2010-07
13797,2010-03
13798,2009-12
13799,2010-03
13800,2009-12
13802,2010-02
13803,2010-03
13804,2010-09
13807,2009-12
13809,2010-09
13813,2009-12
13814,2010-06
13815,2010-02
13818,2010-10
13819,2009-12
13820,2010-01
13821,2010-01
13823,2009-12
13824,2010-03
13825,2009-12
13829,2010-10
13830,2010-05
13831,2009-12
13832,2010-10
13833,2010-10
13834,2010-02
13835,2010-03
13836,2010-10
13838,2010-05
13839,2010-08
13840,2010-10
13842,2010-02
13843,2010-11
13846,2010-11
13847,2009-12
13848,2009-12
13849,2010-03
13851,2010-01
13852,2010-04
13854,2010-01
13855,2009-12
13856,2010-03
13857,2010-05
13859,2010-06
13861,2010-06
13862,2010-11
13863,2010-04
13864,2010-11
13869,2010-01
13870,2010-02
13871,2009-12
13872,2009-12
13873,2010-03
13874,2010-02
13875,2009-12
13877,2010-01
13878,2010-04
13879,2010-03
13880,2010-05
13881,2010-03
13883,2009-12
13884,2010-08
13888,2010-05
13889,2010-01
13890,2009-12
13891,2010-05
13892,2010-05
13895,2009-12
13896,2010-03
13897,2010-01
13898,2010-10
13900,2010-03
13901,2010-01
13902,2009-12
13903,2010-11
13905,2009-12
13906,2010-10
13907,2010-01
13909,2010-07
13911,2010-03
13912,2010-10
13913,2010-07
13915,2010-11
13916,2010-02
13919,2010-06
13920,2010-05
13921,2009-12
13922,2010-08
13927,2010-09
13929,2010-01
13931,2009-12
13935,2010-02
13936,2010-10
13937,2010-11
13939,2010-04
13941,2009-12
13942,2010-06
13943,2010-05
13944,2010-02
13945,2010-08
13946,2009-12
13948,2009-12
13952,2009-12
13953,2009-12
13955,2010-11
13957,2010-02
13958,2009-12
13959,2010-07
13961,2010-11
13962,2010-09
13963,2010-04
13964,2010-10
13965,2010-01
13966,2010-09
13967,2010-11
13968,2010-10
13969,2010-03
13970,2010-09
13971,2010-01
13974,2010-05
13975,2010-02
13976,2010-02
13977,2010-10
13979,2009-12
13980,2010-02
13981,2010-10
13982,2010-01
13983,2009-12
13984,2009-12
13985,2010-02
13987,2010-11
13988,2010-03
13989,2010-05
13992,2010-09
13993,2009-12
13995,2009-12
13996,2010-11
13997,2010-06
13998,2010-05
13999,2009-12
14000,2009-12
14001,2010-08
14003,2009-12
14004,2010-09
14006,2010-02
14007,2010-07
14008,2010-10
14009,2010-09
14010,2010-05
14011,2010-04
14013,2010-03
14014,2010-05
14016,2010-01
14017,2010-05
14018,2010-03
14020,2010-06
14021,2010-04
14022,2010-08
14024,2010-11
14025,2010-05
14026,2010-03
14028,2010-06
14030,2009-12
14031,2009-12
14032,2009-12
14033,2010-06
14035,2010-04
14037,2009-12
14038,2010-02
14039,2010-05
14040,2009-12
14042,2009-12
14043,2009-12
14044,2010-01
14045,2010-01
14047,2010-02
14048,2010-11
14049,2010-04
14051,2009-12
14052,2010-11
14053,2010-08
14055,2009-12
14057,2009-12
14058,2010-06
14060,2010-03
14061,2009-12
14062,2009-12
14063,2009-12
14064,2010-01
14065,2010-10
14068,2010-01
14069,2010-05
14070,2010-01
14072,2010-02
14074,2010-03
14075,2010-06
14077,2010-11
14078,2010-03
14079,2010-01
14080,2009-12
14081,2009-12
14082,2010-11
14083,2009-12
14084,2010-07
14085,2009-12
14086,2010-09
14087,2009-12
14088,2010-10
14091,2010-01
14092,2009-12
14094,2010-09
14095,2009-12
14097,2010-03
14099,2009-12
14101,2010-03
14104,2010-05
14105,2009-12
14106,2009-12
14107,2009-12
14108,2009-12
14110,2009-12
14112,2010-02
14113,2009-12
14114,2010-04
14115,2010-02
14118,2010-10
14119,2009-12
14122,2009-12
14123,2009-12
14126,2010-09
14127,2010-10
14128,2010-06
14129,2010-05
14130,2009-12
14131,2010-03
14133,2009-12
14134,2009-12
14135,2009-12
14136,2009-12
14137,2010-01
14139,2010-06
14142,2010-03
14144,2010-08
14145,2010-04
14146,2010-01
14147,2010-03
14148,2010-10
14151,2009-12
14152,2010-02
14153,2010-08
14154,2010-01
14156,2009-12
14157,2010-03
14159,2009-12
14160,2010-01
14161,2009-12
14163,2010-09
14166,2010-03
14167,2010-01
14168,2010-05
14169,2010-09
14170,2010-11
14171,2009-12
14172,2010-03
14173,2009-12
14175,2010-03
14176,2010-11
14177,2010-02
14180,2010-06
14181,2010-05
14182,2010-04
14183,2010-08
14186,2010-03
14187,2010-08
14189,2010-11
14190,2010-02
14191,2009-12
14192,2010-11
14193,2010-11
14194,2010-01
14195,2010-03
14197,2010-10
14198,2010-01
14199,2010-06
14200,2010-04
14201,2010-04
14202,2010-03
14203,2010-11
14204,2009-12
14205,2010-03
14206,2010-11
14207,2010-01
14208,2010-06
14209,2010-01
14210,2010-01
14211,2009-12
14212,2010-09
14213,2010-10
14215,2009-12
14216,2010-10
14217,2010-06
14219,2010-08
14220,2010-05
14221,2010-04
14224,2010-06
14225,2010-01
14226,2010-09
14227,2010-02
14228,2010-06
14229,2010-08
14230,2010-06
14231,2010-09
14233,2010-03
14235,2010-03
14236,2010-07
14237,2010-04
14238,2009-12
14239,2009-12
14240,2010-10
14241,2010-01
14243,2010-08
14244,2010-02
14247,2010-06
14248,2010-07
14249,2010-01
14252,2010-11
14253,2010-03
14254,2010-10
14255,2010-06
14256,2010-01
14257,2010-03
14258,2009-12
14260,2010-06
14263,2010-10
14264,2010-04
14265,2010-04
14266,2010-10
14268,2010-08
14269,2010-09
14271,2010-10
14272,2010-05
14274,2010-01
14275,2010-04
14276,2010-02
14277,2009-12
14278,2010-10
14279,2010-01
14281,2010-10
14282,2010-02
14283,2010-05
14284,2010-02
14285,2009-12
14286,2009-12
14290,2009-12
14291,2009-12
14292,2010-03
14293,2009-12
14294,2010-10
14295,2009-12
14296,2010-05
14298,2009-12
14299,2009-12
14301,2010-02
14302,2009-12
14303,2010-10
14304,2010-05
14306,2010-01
14307,2009-12
14308,2010-06
14309,2010-06
14310,2010-10
14311,2010-05
14312,2010-07
14314,2010-10
14315,2010-03
14316,2010-03
14318,2010-09
14319,2010-10
14320,2010-01
14321,2010-08
14322,2010-02
14324,2010-01
14325,2010-05
14326,2010-06
14327,2010-01
14328,2010-09
14329,2009-12
14330,2010-03
14332,2010-10
14334,2010-05
14338,2010-06
14339,2010-10
14341,2009-12
14342,2010-08
14343,2010-01
14344,2010-03
14346,2010-07
14347,2009-12
14350,2010-10
14353,2010-10
14355,2010-03
14358,2010-10
14361,2010-05
14363,2010-09
14365,2010-01
14366,2010-07
14369,2010-02
14370,2010-02
14372,2010-04
14374,2010-06
14375,2010-06
14376,2010-01
14378,2010-03
14379,2010-08
14380,2010-01
14381,2010-09
14382,2010-11
14384,2010-07
14388,2010-01
14389,2010-04
14390,2010-10
14391,2010-05
14392,2010-10
14394,2010-05
14395,2010-04
14396,2009-12
14398,2010-06
14399,2010-02
14400,2010-03
14401,2009-12
14402,2010-02
14403,2010-03
14404,2009-12
14405,2010-11
14408,2009-12
14409,2010-05
14410,2010-09
14412,2010-10
14413,2010-01
14414,2010-11
14415,2009-12
14417,2010-11
14419,2010-11
14420,2010-01
14421,2010-01
14422,2009-12
14423,2010-01
14425,2009-12
14426,2010-03
14427,2010-03
14429,2010-11
14430,2010-04
14431,2010-01
14433,2010-08
14435,2010-07
14436,2010-06
14437,2010-05
14439,2010-01
14440,2009-12
14441,2010-01
14442,2010-01
14443,2010-11
14444,2010-09
14445,2010-09
14446,2010-11
14447,2010-11
14449,2010-09
14450,2010-04
14451,2010-01
14452,2010-07
14454,2009-12
14455,2010-08
14458,2010-11
14459,2010-02
14460,2009-12
14461,2010-01
14462,2010-10
14463,2010-07
14464,2010-03
14465,2010-01
14466,2009-12
14467,2009-12
14468,2009-12
14469,2010-01
14470,2010-10
14471,2009-12
14472,2010-01
14474,2010-05
14475,2010-10
14477,2010-01
14478,2009-12
14479,2009-12
14480,2009-12
14481,2010-01
14482,2010-08
14483,2009-12
14484,2009-12
14486,2010-06
14487,2010-11
14489,2010-04
14490,2010-10
14491,2010-12
14492,2010-03
14493,2010-03
14494,2009-12
14495,2010-02
14496,2010-03
14497,2010-02
14498,2010-06
14499,2010-08
14505,2009-12
14506,2010-04
14507,2009-12
14508,2010-06
14509,2010-06
14510,2010-09
14512,2009-12
14513,2010-05
14514,2009-12
14515,2010-06
14516,2010-07
14519,2009-12
14521,2010-08
14522,2010-01
14524,2010-10
14525,2009-12
14526,2010-11
14527,2009-12
14530,2010-01
14531,2010-08
14532,2010-01
14533,2010-04
14534,2010-03
14535,2010-02
14537,2010-03
14538,2010-01
14540,2009-12
14541,2010-01
14543,2009-12
14544,2010-08
14545,2010-02
14546,2009-12
14548,2009-12
14549,2009-12
14550,2010-08
14551,2010-01
14552,2010-04
14553,2010-07
14555,2009-12
14556,2010-01
14558,2009-12
14559,2010-11
14560,2009-12
14562,2010-02
14563,2010-04
14564,2009-12
14565,2010-08
14566,2010-06
14568,2010-09
14569,2010-04
14570,2010-09
14571,2010-10
14572,2010-03
14573,2010-01
14574,2009-12
14575,2010-08
14576,2010-12
14577,2009-12
14579,2010-10
14580,2010-07
14581,2010-06
14583,2010-03
14584,2010-02
14585,2010-10
14588,2010-05
14589,2010-12
14590,2009-12
14593,2009-12
14594,2010-12
14595,2010-01
14596,2010-03
14597,2010-09
14598,2010-05
14599,2010-07
14600,2010-11
14602,2010-02
14604,2010-03
14605,2009-12
14606,2009-12
14607,2009-12
14608,2009-12
14609,2010-02
14610,2010-07
14611,2010-04
14612,2010-10
14613,2010-01
14614,2010-11
14615,2010-06
14616,2010-06
14617,2010-10
14618,2010-06
14619,2010-06
14621,2010-01
14623,2010-04
14624,2010-04
14625,2009-12
14626,2009-12
14627,2010-11
14628,2010-01
14630,2010-08
14631,2010-08
14634,2010-06
14635,2010-09
14637,2010-01
14639,2010-02
14640,2010-01
14643,2009-12
14644,2009-12
14645,2010-03
14646,2009-12
14647,2010-07
14648,2009-12
14649,2010-01
14650,2010-04
14651,2010-03
14653,2009-12
14654,2009-12
14655,2010-04
14656,2010-04
14657,2010-09
14662,2009-12
14663,2010-10
14665,2010-04
14667,2009-12
14668,2010-09
14669,2009-12
14670,2009-12
14671,2010-05
14672,2010-01
14673,2010-10
14674,2010-07
14675,2010-11
14676,2010-03
14677,2010-04
14678,2010-05
14679,2009-12
14680,2009-12
14681,2010-02
14682,2010-02
14683,2010-04
14684,2010-11
14685,2009-12
14686,2010-02
14687,2010-06
14688,2010-09
14690,2010-10
14692,2010-04
14693,2010-07
14694,2010-04
14695,2009-12
14696,2010-10
14699,2010-07
14700,2010-08
14701,2010-01
14702,2009-12
14704,2010-03
14706,2010-03
14707,2010-05
14708,2010-09
14709,2009-12
14710,2009-12
14712,2010-10
14713,2009-12
14714,2010-01
14715,2010-01
14716,2010-09
14717,2009-12
14718,2010-10
14721,2010-11
14722,2010-08
14723,2009-12
14724,2010-04
14725,2010-06
14726,2010-02
14727,2010-06
14728,2010-10
14729,2010-03
14732,2009-12
14733,2010-11
14734,2010-06
14735,2009-12
14736,2010-08
14737,2010-11
14738,2009-12
14739,2009-12
14740,2010-02
14741,2010-10
14742,2010-09
14743,2010-04
14744,2010-05
14745,2010-03
14746,2010-10
14748,2010-03
14749,2010-08
14750,2009-12
14751,2009-12
14753,2010-09
14754,2010-01
14755,2009-12
14756,2010-10
14758,2010-04
14761,2010-09
14762,2010-03
14766,2010-06
14767,2010-08
14769,2009-12
14770,2010-02
14771,2009-12
14773,2010-04
14774,2010-06
14775,2010-12
14776,2010-09
14777,2010-11
14783,2010-02
14784,2010-11
14786,2010-06
14787,2010-08
14788,2010-04
